brand,product_name,model_number,category,subcategory,technical_specs,short_description,long_description,product_image_url,datasheet_url,type_id,classification_path,source_url
Sika,Sikadur®-52 LP AE,52,Waterproofing,Injection,"{""temperature"": ""Part A+B mixed (2:1)"", ""20 c"": ""~330 MPa"", ""30 c"": ""~30 min"", ""40 c"": ""~10 min"", ""packaging"": ""Pre-batched  Part A+B : 5 kg   Bulk packaging  On request"", ""composition"": ""Modified solvent-free two-part epoxy resin"", ""shelf_life"": ""24 months from date of production if stored properly in unopened, undamaged and sealed original packaging"", ""storage_conditions"": ""Store in dry conditions in original sealed packaging and at temperatures between +5 °C and +30 °C. Protect from direct sunlight and heat."", ""density"": ""+20 °C  Part A+B mixed (2:1) ~1.06 kg/l"", ""viscosity"": ""TemperaturePart A+B mixed (2:1)+20 °C~330 MPa+30 °C~150 MPa+40 °C~95 MPa""}","Sikadur®-52 LP AE is a two parts, solvent free, low viscosity injection liquids, based on high strength epoxy resins. Suitable for use in hot and tropical climatic conditions.","Sikadur®-52 LP AE is a two parts, solvent free, low viscosity injection liquids, based on high strength epoxy resins. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/waterproofing/injection/sikadur-52-lp-ae.html
Sika,Sika® Injection-307,307,Waterproofing,Injection,"{""accelerator component a1"": ""Yellow – transparent"", ""component b"": ""White"", ""ml accelerator"": ""Ambient Temperature"", ""reaction time"": ""5 °C"", ""10 min"": ""1000*"", ""20 min"": ""620*"", ""30 min"": ""545*"", ""40 min"": ""510*"", ""50 min"": ""475"", ""packaging"": ""Sika® Injection-307 SET contains: \n   Component A (Resin)  2 × 9.6 kg  Accelerator Component A1  1 × 1.05 kg  Component B  4 × 0.4 kg  \n   \n  Components available separately: \n   Component A (Resin)  1 × 19.2 kg  Accelerator Component A1  1 × 5.25 kg  Component B  36 × 0.4 kg"", ""colour"": ""Component A (Resin) Blue – transparentAccelerator Component A1Yellow – transparentComponent BWhite"", ""composition"": ""3-part polyacrylic resin"", ""shelf_life"": ""12 months shelf life from date of production if stored properly in undamaged, unopened, original sealed packaging."", ""storage_conditions"": ""Dry storage at temperatures from +10 °C up to +30 °C. Protect from direct sunlight and humidity."", ""density"": ""Component A (Resin) ~1.073 kg/l Accelerator Component A1 ~1.052 kg/l  Component B  ~2.100 kg/l"", ""viscosity"": ""~3.8 mPa∙s (mixture at 20 °C)  (ISO 3219)""}","Sika® Injection-307 is a very low viscous, elastic polyacrylic injection resin with a versatile and adjustable reaction time. Suitable for hot and tropical climatic conditions.","Sika® Injection-307 is a very low viscous, elastic polyacrylic injection resin with a versatile and adjustable reaction time. Suitable for hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/waterproofing/injection/sika-injection-307.html
Sika,SikaInject®-233,233,Waterproofing,Injection,"{""reaction start sec"": ""130"", ""reaction end sec"": ""350"", ""packaging"": ""1 L kit: \n  1.055 kg (Base resin) 0.105 kg (CAT, 10 %, = maximum recommended) \n  Note: Accelerator (CAT) dosage can be varied to suite site conditions."", ""colour"": ""Yellowish"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in original, unopened and undamaged sealed packaging in dry conditions at temperature between +5 °C and +35 °C"", ""density"": ""~1.16 kg/l (20 °C)"", ""viscosity"": ""~700 - 900 cps (25 °C)""}","SikaInject®-233 is solvent free, single component polyurethane foam. Suitable for use in hot and tropical climatic conditions.","SikaInject®-233 is solvent free, single component polyurethane foam. Suitable for use in hot and tropical climatic conditions.",,https://gcc.sika.com/dam/dms/gcc/z/pds-sikainject-233.pdf,,,https://gcc.sika.com/en/construction/waterproofing/injection/sikainject-233.html
Sika,SikaHyflex®-105,105,Sealing Bonding,Building Envelopesolution,"{""135 kgl"": ""(ISO 1183-1)"", ""26 after 28 days"": ""(ISO 868)"", ""030 nmm"": ""(ISO 8339)"", ""75"": ""(ISO 7389)"", ""35 nmm"": ""(ISO 34)"", ""35"": ""(ASTM C 719)"", ""1 mm 20 mm profile at 50 c"": ""(ISO 7390)"", ""3 mm24 h 23 c  50  rh"": ""(CQP 049-2)"", ""40 min 23 c  50 rh"": ""(CQP 019-1)"", ""140 min 23 c  50 rh"": ""(CQP 019-1)"", ""packaging"": ""600 mL foil pack, 20 foil packs per box \n  300 mL cartridges, 12 cartridges per box"", ""colour"": ""Black, White, Middle Grey, Dark Grey, Beige and Brown"", ""composition"": ""Neutral cure silicone"", ""shelf_life"": ""SikaHyflex®-105 has a shelf life of 12 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""SikaHyflex®-105 shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.35 kg/l(ISO 1183-1)""}","SikaHyflex®-105 is a silicone based, 1-component, UV-stable, moisture-curing, elastic weather-sealant. Suitable for use in hot and tropical climatic conditions.","SikaHyflex®-105 is a silicone based, 1-component, UV-stable, moisture-curing, elastic weather-sealant. Suitable for use in hot and tropical climatic conditions. Black, White, Middle Grey, Dark Grey, Beige and Brown",,,,,https://gcc.sika.com/en/construction/sealing-bonding/building-envelopesolution/sikahyflex-105.html
Sika,SikaHyflex®-300 EU,300,Sealing Bonding,Building Envelopesolution,"{""105 kgl"": ""(ISO 1183-1)"", ""20 after 28 d"": ""(ISO 868)"", ""030 nmm"": ""(ISO 8339)"", ""90"": ""(ISO 7389)"", ""35 nmm"": ""(ISO 34)"", ""25"": ""(ASTM C 719)"", ""2 mm 20 mm profile 50 c"": ""(ISO 7390)"", ""2 mm24 h  23 c  50  rh"": ""(CQP 049-2)"", ""40 min  23 c  50  rh"": ""(CQP 019-1)"", ""180 min 23 c  50  rh"": ""(CQP 019-1)"", ""packaging"": ""300 mL cartridge, 25 cartridges per box\n  600 mL foil pack, 20 foil packs per box"", ""colour"": ""Translucent, aluminum and champagne"", ""composition"": ""Neutral cure silicone"", ""shelf_life"": ""SikaHyflex®-300 EU has a shelf life of 12 months for cartridges and 15 months for foil packs from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""SikaHyflex®-300 EU shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.05 kg/l(ISO 1183-1)""}","SikaHyflex®-300 EU is a silicone based, 1-component, moisture curing, low-modulus elastic weather sealant. Suitable for use in hot an tropical climatic conditons.","SikaHyflex®-300 EU is a silicone based, 1-component, moisture curing, low-modulus elastic weather sealant. Suitable for use in hot an tropical climatic conditons.",,,,,https://gcc.sika.com/en/construction/sealing-bonding/building-envelopesolution/sikahyflex-300-eu.html
Sika,Sikaflex® NP 2,2,Sealing Bonding,Building Envelopesolution,"{""25"": ""(ASTM C 719)"", ""10"": ""(ASTM C 794)"", ""cracking and chalking after heat aging"": ""None"", ""xenon arc 2000 hours"": ""No surface cracking"", ""passes no visible stain"": ""(ASTM C 510)"", ""rheological flow at 49c"": ""Nonsag"", ""1619"": ""6–10"", ""1925"": ""10–13"", ""no accelerator"": ""2 – 3"", ""2 accelerators"": ""< 1"", ""packaging"": ""5.67 L pails5.7 L pails (with Sikaflex®-900 Color Pack)"", ""colour"": ""Standard pre-tinted colors: Precast Gray and LimestoneSikaflex®-900 Color Pack are available by air freight in 40 standard colors. Refer to color-chart for additional colors."", ""composition"": ""Sikaflex® NP 2 is a multi-component polyurethane product."", ""shelf_life"": ""Parts A and B: 15 months when properly stored \n  Sikaflex®-900 Color Packs: 5.5 years"", ""storage_conditions"": ""Store in unopened containers in a cool, clean, dry area. Do not open containers until ready for use."", ""colour_stability"": ""Passes (no visible stain)(ASTM C 510)""}","Sikaflex® NP 2 is a multi-component, highly flexible, non-priming, high performance polyurethane sealant. It has been successfully tested for joint movement of ±25%. It can be tinted to multiple colors.","Sikaflex® NP 2 is a multi-component, highly flexible, non-priming, high performance polyurethane sealant. It has been successfully tested for joint movement of ±25%. It can be tinted to multiple colors. Sikaflex® NP 2 is a multi-component polyurethane product. Store in unopened containers in a cool, clean, dry area. Do not open containers until ready for use.",,https://gcc.sika.com/dam/dms/gcc/m/pds-sikaflex-np-2.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/building-envelopesolution/sikaflex-np-2.html
Sika,SikaHyflex®-305 EU,305,Sealing Bonding,Building Envelopesolution,"{""25 after 28 days"": ""(ISO 868)"", ""035 nmm"": ""(ISO 8339)"", ""80"": ""(ISO 7389)"", ""40 nmm"": ""(ISO 34)"", ""25"": ""(ISO 9047)"", ""50"": ""(ASTM C 719)"", ""joint width mm"": ""Joint Depth [mm]"", ""0 mm 20 mm profile 50 c"": ""(ISO 7390)"", ""2 mm24 hours 23 c  50 rh"": ""(CQP 049-2)"", ""25 minutes 23 c  50 rh"": ""(CQP 019-1)"", ""180 minutes 23 c  50 rh"": ""(CQP 019-1)"", ""joint length m per 600 ml foil pack"": ""Joint width [mm]"", ""packaging"": ""300 ml catridge, 25 cartridges per box \n  600 ml foil pack, 20 foil packs per box"", ""colour"": ""Black, white, grey S1, grey S3, grey S4, grey S6, RAL 7024, ivory, beige, champagne, brown and bronze"", ""composition"": ""Neutral cure silicone"", ""shelf_life"": ""SikaHyflex®-305 EU has a shelf life of 12 months for cartridges and 15 months for foil packs from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""SikaHyflex®-305 EU shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~ 1.50 kg/l  (ISO 1183-1)""}","SikaHyflex®-305 EU is a 1-component, moisture curing, low-modulus elastic weather sealant. Suitable for use in hot and tropical climatic conditions.","SikaHyflex®-305 EU is a 1-component, moisture curing, low-modulus elastic weather sealant. Suitable for use in hot and tropical climatic conditions. Black, white, grey S1, grey S3, grey S4, grey S6, RAL 7024, ivory, beige, champagne, brown and bronze",,,,,https://gcc.sika.com/en/construction/sealing-bonding/building-envelopesolution/sikahyflex-305-eu.html
Sika,Sikaflex®-714 WS,714,Sealing Bonding,Building Envelopesolution,"{""joint length m"": ""Joint width [mm]"", ""packaging"": ""300 ml cartridge, 12 cartridges per box 600 ml foil pack, 20 foil packs per box"", ""colour"": ""Black, white, grey, beige, brown and champagne"", ""composition"": ""Silane terminated polymer"", ""shelf_life"": ""Sikaflex®-714 WS has a shelf life of 12 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""Sikaflex®-714 WS shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.4 kg/l (23°C)""}","Sikaflex®-714 WS is a 1-component, hybrid silicone, UV-stable, moisture curing, elastic weather sealant. Suitable for use in hot and tropical climatic conditions.","Sikaflex®-714 WS is a 1-component, hybrid silicone, UV-stable, moisture curing, elastic weather sealant. Suitable for use in hot and tropical climatic conditions.",,https://gcc.sika.com/dam/dms/gcc/9/pds-sikaflex-714ws.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/building-envelopesolution/sikaflex-714-ws.html
Sika,Sikaflex®-118 Extreme Grab,118,Sealing Bonding,63559,"{""packaging"": ""290 ml cartridge, 12 cartridges per box"", ""colour"": ""White, concrete grey, black"", ""composition"": ""Silane terminated polymer"", ""shelf_life"": ""12 months from the date of production"", ""storage_conditions"": ""The product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5 °C and +25 °C. Always refer to packaging."", ""density"": ""~1,40 kg/l  (ISO 1183-1)""}",Sikaflex®-118 Extreme Grab is a 1- part construction adhesive with very high initial grab which bonds most construction material substrates. Internal and external use. Suitable for use in hot and tropical climatic conditions.,Sikaflex®-118 Extreme Grab is a 1- part construction adhesive with very high initial grab which bonds most construction material substrates. Internal and external use. Suitable for use in hot and tropical climatic conditions. Conformity with LEED v4 EQc 2: Low-Emitting Materials,,,,,https://gcc.sika.com/en/construction/sealing-bonding/63559/sikaflex-118-extremegrab.html
Sika,SikaBond®-114 Grip Tight,114,Sealing Bonding,63559,"{""125 kgl"": ""(ISO 1183-1)"", ""64 after 28 d"": ""(ISO 868)"", ""yield"": ""Dimension"", ""packaging"": ""290 mL cartridge, 12 cartridges per box"", ""colour"": ""Beige"", ""composition"": ""Rubber resin based"", ""shelf_life"": ""12 months from the date of production"", ""storage_conditions"": ""The product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5 °C and +25 °C. Always refer to packaging."", ""density"": ""~1.25 kg/L(ISO 1183-1)""}","SikaBond®-114 Grip Tight is a 1-part, rubber-resin-based construction adhesive with high final strength which bonds to most construction material substrates. Suitable for use in hot and tropical climatic conditions.","SikaBond®-114 Grip Tight is a 1-part, rubber-resin-based construction adhesive with high final strength which bonds to most construction material substrates. Suitable for use in hot and tropical climatic conditions. SikaBond®-114 Grip Tight is certified according ""Low Emitting Materials (Paints, Coatings, Adhesives and Sealants) as per the 2010 Dubai Green Building Regulations and Specifications"" by Dubai Central Laboratory (DCL) certificate No. CL18020589.",,,,,https://gcc.sika.com/en/construction/sealing-bonding/63559/sikabond-114-griptight.html
Sika,Sikagard® PW AE,,Refurbishment,Concrete Protection,"{""part b"": ""3.75 kg container"", ""part a  b"": ""25 kg ready to mix units"", ""50 mg 14 d  23 c"": ""(CS 10 / 1000 / 1000)"", ""min 4 h"": ""(35 °C)"", ""min 5 h"": ""(25 °C)"", ""max 2 d"": ""(25 °C)"", ""packaging"": ""Please refer to local country price list for available packaging sizes:  \n   Part A  21.25 kg container Part B3.75 kg containerPart A + B25 kg ready to mix units"", ""composition"": ""Epoxy resin with special fillers"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""Store in unopened, undamaged and sealed original packaging in dry conditions at temperatures between +10 °C and +30 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.60 kg/l (mixed A+B, at +25 °C)""}","Sikagard® PW AE is a two component, total solids epoxy coating with outstanding mechanical and chemical properties. Suitable for use in hot and tropical climatic conditions.","Sikagard® PW AE is a two component, total solids epoxy coating with outstanding mechanical and chemical properties. Suitable for use in hot and tropical climatic conditions. Please refer to local country price list for available packaging sizes:",,https://gcc.sika.com/dam/dms/gcc/7/pds-sikagard-pw-ae.pdf,,,https://gcc.sika.com/en/construction/refurbishment/concrete-protection/sikagard-pw-ae.html
Sika,Sika AnchorFix®-2+ Tropical,2T,Refurbishment,Grouting,"{""25 c - 30 c"": ""7.5 min"", ""20 c - 25 c"": ""10 min"", ""15 c - 20 c"": ""15 min"", ""packaging"": ""300 mL standard cartridge  12 cartridges per box    Pallet: 75 boxes"", ""colour"": ""Coponent A  Grey  Component B  Off-white  Coponent A + B mixed  Light grey"", ""shelf_life"": ""15 months from date of production \n  All Sika AnchorFix®-2+ Tropical cartridges have the expiry date printed on the label."", ""storage_conditions"": ""Stored properly in original, unopened, sealed and undamaged packaging in dry conditions at temperatures between +5 °C and +25 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.60 - 1.75 kg/l (component A) ~1.45 - 1.50 kg/l (component B) ~1.65 - 1.75 kg/l (component A + B mixed)""}","Solvent and styrene free, epoxy acrylate based, 2-component anchoring adhesive for use in hot and tropical climatic conditions.","Solvent and styrene free, epoxy acrylate based, 2-component anchoring adhesive for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/refurbishment/grouting/anchoring/sika-anchorfix-2tropical.html
Sika,Sika AnchorFix® S,,Refurbishment,Grouting,"{""component a"": ""white"", ""component b"": ""black"", ""component ab mixed"": ""light grey"", ""74 nmm"": ""(ASTM D 695)"", ""3 100 nmm"": ""(ASTM D 695)"", ""24 nmm"": ""(ASTM D 790)"", ""12 nmm"": ""(ASTM D 638)"", ""40 c"": ""1.5 minutes"", ""35 c  40 c"": ""1.5 minutes"", ""30 c  35 c"": ""2 minutes"", ""10 c  20 c"": ""6 minutes"", ""5 c  10c"": ""12 minutes"", ""5 c"": ""18 minutes"", ""packaging"": ""300 ml standard cartridge 12 cartridges per box"", ""colour"": ""Component A:whiteComponent B:blackComponent A+B mixed:light grey"", ""shelf_life"": ""12 months from date of production\n  All Sika AnchorFix® S cartridges have the expiry date printed on the label."", ""storage_conditions"": ""Stored properly in original, unopened, sealed and undamaged packaging in dry conditions at temperatures between +5 °C and +25 °C. Protect from direct sunlight, heat and moisture."", ""density"": ""~1.7 kg/l (component A+B mixed)""}",Styrenated polyester based 2-component anchoring adhesive. Suitable for use in hot and tropical climatic conditions.,"Styrenated polyester based 2-component anchoring adhesive. Suitable for use in hot and tropical climatic conditions. Bonded injection type anchor for non cracked concrete according to ETAG 001 Part 1 and 5, ETA-13/0721, Declaration of Performance 020403010010000003 5034408, certified by notified product certification body 1020, certificate of constancy of performance 1020-CPD-090-029814, and provided with the CE marking.",,,,,https://gcc.sika.com/en/construction/refurbishment/grouting/anchoring/sika-anchorfix-s.html
Sika,Sika AnchorFix®-3001,3001,Refurbishment,Grouting,"{""40 c"": ""3 minutes"", ""35 c to 40 c"": ""4 minutes"", ""30 c to 35 c"": ""6 minutes"", ""15 c to 20 c"": ""15 minutes"", ""10 c to 15c"": ""20 minutes"", ""packaging"": ""400 ml side by side cartridge  12 cartridges per box pallet: 60 boxes  600 ml side by side cartridge  12 cartridges per box pallet: 36 boxes"", ""colour"": ""Part A  off-white  Part B  dark grey / black  A+B mixed  grey"", ""composition"": ""Epoxy"", ""shelf_life"": ""24 months from date of production"", ""storage_conditions"": ""The product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +10 °C and +25 °C. Always refer to packaging."", ""density"": ""A+B mixed  ~1,49 kg/l""}","Sika AnchorFix®-3001 is an epoxy resin based, 2-part, thixotropic, 1:1 mixing ratio, high performance anchoring material. It is specifically designed for anchoring threaded rods and reinforcement bars in both cracked and un-cracked dry or damp concrete. Suitable to use in hot and tropical climatic conditions.","Sika AnchorFix®-3001 is an epoxy resin based, 2-part, thixotropic, 1:1 mixing ratio, high performance anchoring material. It is specifically designed for anchoring threaded rods and reinforcement bars in both cracked and un-cracked dry or damp concrete. Suitable to use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/refurbishment/grouting/anchoring/sika-anchorfix-3001.html
Sika,Sika AnchorFix®-1,1,Refurbishment,Grouting,"{""60 nmm"": ""(ASTM D 695)"", ""28 nmm"": ""(ASTM D 790)"", ""12 nmm"": ""(ASTM D 638)"", ""60 c"": ""(DIN EN ISO 6721-1)"", ""30 c"": ""4 minutes"", ""10 c  20 c"": ""6 minutes"", ""5 c  10 c"": ""10 minutes"", ""5 c"": ""18 minutes"", ""10 c"": ""30 minutes"", ""packaging"": ""300 mL standard cartridge 12 cartridges per box  pallet: 75 boxes"", ""colour"": ""Component A:  white  Component B:  black  Component A+B mixed:  light grey  \n  Stone colour: \n   Component A:  white  Component B:  salmon  Component A+B mixed:  beige"", ""shelf_life"": ""12 months from date of production\n  All Sika AnchorFix®-1 cartridges have the expiry date printed on the label."", ""storage_conditions"": ""Stored properly in original, unopened, sealed and undamaged packaging in dry conditions at temperatures between +5 °C and +25 °C. Protect from direct sunlight."", ""density"": ""~1.63 kg/l (component A+B mixed)""}","Solvent and styrene free based, two-component polyester anchoring adhesive. Suitable for use in hot and tropical climatic conditions.","Solvent and styrene free based, two-component polyester anchoring adhesive. Suitable for use in hot and tropical climatic conditions.",,,,,https://gcc.sika.com/en/construction/refurbishment/grouting/anchoring/sika-anchorfix-1.html
Sika,Sika AnchorFix®-3030,3030,Refurbishment,Grouting,"{""packaging"": ""300 ml standard single cartridge 12 cartridges per box Pallet: 75 boxes with 900 cartridges 385 ml dual cartridge 12 cartridges per box Pallet: 70 boxes with 840 cartridges  585 ml dual cartridge  12 cartridges per box Pallet: 56 boxes with 672 cartridges  \n  Refer to current price list for packaging variations."", ""colour"": ""Part A  \n       \n       Off white \n        Part B  \n       \n       Grey \n        A+B mixed  \n       \n       Light grey"", ""composition"": ""Epoxy resin"", ""shelf_life"": ""24 months from date of production"", ""storage_conditions"": ""The product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +10 °C and +25 °C. Always refer to packaging."", ""density"": ""A+B mixed  ~1,5 kg/l""}","Sika AnchorFix®-3030 is an epoxy resin based, 2-part, thixotropic, high performance anchoring adhesive for anchoring threaded rods and reinforcing bars in both cracked and un-cracked concrete dry or damp concrete. Suitable for use in tropical and hot climatic conditions.","Sika AnchorFix®-3030 is an epoxy resin based, 2-part, thixotropic, high performance anchoring adhesive for anchoring threaded rods and reinforcing bars in both cracked and un-cracked concrete dry or damp concrete. Suitable for use in tropical and hot climatic conditions.",,,,,https://gcc.sika.com/en/construction/refurbishment/grouting/anchoring/sika-anchorfix-3030.html
Sika,SikaSeal®-450 PG,450,Sealing Bonding,Floor Joints Sealant,"{""a component"": ""~6.9 kg"", ""b component"": ""~0.6 kg"", ""initial cure time for light traffic"": ""Final cure for water immersion"", ""24 h at 23c"": ""14 days (at 23°C)"", ""joint length m per 1 l"": ""Joint width [mm]"", ""packaging"": ""Ready to mix packing  A component~6.9 kgB component~0.6 kg"", ""colour"": ""Grey"", ""shelf_life"": ""12 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""SikaSeal®-450 PG shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5°C and +30°C."", ""viscosity"": ""Pourable liquid""}","SikaSeal®-450 PG is polysulphide based sealant possessing good resistance to deterioration due to weathering, ozone and UV light.","SikaSeal®-450 PG is polysulphide based sealant possessing good resistance to deterioration due to weathering, ozone and UV light. 12 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met. SikaSeal®-450 PG shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5°C and +30°C.",,https://gcc.sika.com/dam/dms/gcc/h/pds-sikaseala-450pg.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaseal-450-pg.html
Sika,Sikaflex® PRO-3,3,Sealing Bonding,Floor Joints Sealant,"{""060 nmm"": ""(ISO 8339)"", ""90"": ""(ISO 7389)"", ""80 nmm"": ""(ISO 34)"", ""35"": ""(ASTM C 719)"", ""0 mm 20mm profile 50 c"": ""(ISO 7390)"", ""35 mm  24 h 23 c  50  rh"": ""(CQP 049-2)"", ""60 min 23 c  50  rh"": ""(CQP 019-1)"", ""50 min 23 c  50  rh"": ""(CQP 019-2)"", ""joint length m per 600 ml foil pack"": ""Joint width [mm]"", ""packaging"": ""600 mL foil pack, 20 foil packs per box"", ""colour"": ""Concrete grey (further colours available upon request)"", ""composition"": ""i-Cure® Technology polyurethane"", ""shelf_life"": ""Sikaflex® PRO-3 has a shelf life of 15 months from the date of production, if it is stored in undamaged, original, sealed packaging, and if the storage conditions are met."", ""storage_conditions"": ""Sikaflex® PRO-3 shall be stored in dry conditions, where it is protected from direct sunlight and at temperatures between +5 °C and +25 °C."", ""density"": ""~1.35 kg/l  (ISO 1183-1)""}","Sikaflex® PRO-3 is a 1-component, moisture-curing, elastic joint sealant with high mechanical and chemical resistance. Suitable for use in hot and tropical climatic conditions.","Sikaflex® PRO-3 is a 1-component, moisture-curing, elastic joint sealant with high mechanical and chemical resistance. Suitable for use in hot and tropical climatic conditions. Concrete grey (further colours available upon request)",,,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaflex-pro-3.html
Sika,Sika® Ucrete® CR 460,460,Sealing Bonding,Floor Joints Sealant,"{""cured 28 days at 20 c"": ""20–23 %"", ""20 mm profile tested at 23 c"": ""< 2 mm"", ""maximum"": ""+40 °C"", ""minimum"": ""+5 °C"", ""joint width"": ""Joint depth"", ""7 mm"": ""5 mm"", ""10 mm"": ""6 mm"", ""15 mm"": ""10 mm"", ""20 mm"": ""10 mm"", ""30 mm"": ""15 mm"", ""packaging"": ""3.0 kg"", ""composition"": ""Polyurethane"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""The Product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5 °C and +30 °C. Always refer to the packaging.\n  Refer to the current Safety Data Sheet for information on safe handling and storage."", ""density"": ""1.6 kg/L  (ISO 1183-1)""}","Sika® Ucrete® CR 460 is a two-part polyurethane joint filler. It is pourable and self-leveling. The Product is used together with Sika® Ucrete® P 460, a two-part clear polyurethane primer.","Sika® Ucrete® CR 460 is a two-part polyurethane joint filler. It is pourable and self-leveling. The Product is used together with Sika® Ucrete® P 460, a two-part clear polyurethane primer. The Product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5 °C and +30 °C. Always refer to the packaging.",,https://gcc.sika.com/dam/dms/gcc/b/pds-sika-ucrete-cr460.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sika-ucrete-cr-460.html
Sika,Sika® Ucrete® P 460,460,Sealing Bonding,Floor Joints Sealant,"{""container part a"": ""0.474 kg"", ""container part b"": ""0.178 kg"", ""container part a  part b"": ""0.652 kg"", ""maximum"": ""2 hours"", ""minimum"": ""30 minutes"", ""packaging"": ""Container Part A0.474 kgContainer Part B0.178 kgContainer Part A + Part B0.652 kg\n  Refer to the current price list for available packaging variations."", ""colour"": ""Ambre liquid"", ""composition"": ""Polyurethane"", ""shelf_life"": ""12 months from date of production"", ""storage_conditions"": ""The Product must be stored in original, unopened and undamaged sealed packaging in dry conditions at temperatures between +5 °C and +30 °C. Always refer to the packaging. \n  Refer to the current Safety Data Sheet for information on safe handling and storage.""}",Sika® Ucrete® P 460 is a two-part polyurethane primer used to prime porous and non-porous substrates before the application of Sika® Ucrete® CR 460.,Sika® Ucrete® P 460 is a two-part polyurethane primer used to prime porous and non-porous substrates before the application of Sika® Ucrete® CR 460.,,https://gcc.sika.com/dam/dms/gcc/v/pds-sika-ucrete-p460.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sika-ucrete-p-460.html
Sika,Sikaflex®-2c NS EZ Mix,2C,Sealing Bonding,Floor Joints Sealant,"{""peel strength concrete"": ""Adhesion loss"", ""sikaflex-2c ns"": ""4–6"", ""packaging"": ""5.7 L unit and 11.4 L units (1.5 and 3 US gal. units)"", ""colour"": ""A wide range of architectural colors are available. Special colors available on request."", ""shelf_life"": ""12 months in original, unopened containers."", ""storage_conditions"": ""Store dry at 4–35 °C \n  Condition material to 18–24 °C before using.""}","Sikaflex®-2c NS EZ Mix is a 2-component, premium-grade, polyurethane-based, elastomeric sealant. It is principally a chemical cure in a non-sag consistency. Meets ASTM C 920, Type S, Grade NS, Class 25, use T, NT, M, G, A, O, I and Federal specification TT-S-00230 C Type II, Class A. Meets Canada Standard CAN/CGSB 19.24 - M90.","Sikaflex®-2c NS EZ Mix is a 2-component, premium-grade, polyurethane-based, elastomeric sealant. It is principally a chemical cure in a non-sag consistency. Meets ASTM C 920, Type S, Grade NS, Class 25, use T, NT, M, G, A, O, I and Federal specification TT-S-00230 C Type II, Class A. Meets Canada Standard CAN/CGSB 19.24 - M90. 5.7 L unit and 11.4 L units (1.5 and 3 US gal. units) A wide range of architectural colors are available.",,https://gcc.sika.com/dam/dms/gcc/t/pds-sikaflex-2cnsezmix.pdf,,,https://gcc.sika.com/en/construction/sealing-bonding/floor-joints-sealant/sikaflex-2c-ns-ezmix.html
